pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
Kepler-758 e,8.19345065,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 e,,,1.879,0.168,,,,,6360.00,1.57,,,
Kepler-758 e,8.19345065,0.078500,1.740,,,,0.000000,1144,6021.00,1.46,0.96,-0.340,4.09
Kepler-758 e,8.19347190,0.085800,1.470,,,,0.000000,1171,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 e,8.19347190,0.085800,1.470,,,,0.000000,1171,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 e,8.19347190,0.085800,1.470,,,,0.000000,1171,6692.00,1.35,1.26,-0.140,4.28
Kepler-758 e,8.19346999,,,,,,,,6442.00,1.53,1.30,,4.18
Kepler-758 e,8.19380000,0.086000,1.460,,,,0.000000,1117,6678.00,1.24,1.27,,4.36
Kepler-758 e,8.19347190,,1.530,0.136,,,,,6228.00,1.42,1.16,-0.100,4.19
Kepler-759 b,,,3.922,0.350,,,,,5907.00,1.89,,,
Kepler-759 b,41.80598500,0.232900,2.170,,,,0.000000,533,5907.00,0.97,0.96,-0.160,4.45
Kepler-759 b,41.80695945,,,,,,,,,,,,
Kepler-759 b,41.80598500,0.232900,2.170,,,,0.000000,533,5907.00,0.97,0.96,-0.160,4.45
Kepler-759 b,41.81287000,0.234000,2.400,,,,0.000000,530,5900.00,0.97,0.98,,4.45
Kepler-759 b,41.80598500,0.232900,2.170,,,,0.000000,533,5907.00,0.97,0.96,-0.160,4.45
Kepler-759 b,41.80595440,,,,,,,,,,,,
Kepler-759 b,41.80598500,,2.270,0.203,,,,,5860.00,1.04,1.04,0.060,4.42
Kepler-759 b,41.80595440,0.232900,2.020,,,,0.000000,533,5907.00,0.97,0.96,-0.160,4.45
Kepler-76 b,1.54492889,0.027400,13.430,,,,0.000000,1997,6309.00,1.41,1.15,-0.100,4.20
Kepler-76 b,1.54492888,0.027600,13.670,,,,0.000000,2013,6308.00,1.44,1.17,-0.100,4.19
Kepler-76 b,,,13.111,1.170,,,,,6300.00,1.38,,,
Kepler-76 b,1.54492977,0.029000,12.350,,,,0.000000,1919,6422.00,1.33,1.34,,4.32
Kepler-76 b,1.54492888,0.027600,13.670,,,,0.000000,2013,6308.00,1.44,1.17,-0.100,4.19
Kepler-76 b,1.54492889,,,,,,,,6136.25,1.49,1.16,0.085,4.16
Kepler-76 b,1.54492870,0.027800,14.011,1.250,635.66000,2.00000,0.078000,,6409.00,1.32,1.20,0.100,
Kepler-76 b,1.54492875,,14.010,1.250,635.63000,2.00000,0.000000,,6409.00,1.32,1.20,-0.100,4.20
Kepler-76 b,1.54492888,0.027600,13.670,,,,0.000000,2013,6308.00,1.44,1.17,-0.100,4.19
Kepler-76 b,1.54492980,0.027400,15.244,1.360,638.83830,2.01000,,2140,6409.00,1.32,1.20,-0.100,4.20
Kepler-76 b,1.54492888,,13.200,1.178,,,,,6371.00,1.39,1.24,-0.010,4.24
Kepler-760 b,8.70417386,,,,,,,,5162.00,0.91,0.87,,4.46
Kepler-760 b,8.70420525,,,,,,,,5162.00,0.91,0.87,,4.46
Kepler-760 b,8.70419734,,,,,,,,5162.00,0.91,0.87,,4.46
Kepler-760 b,,,2.855,0.255,,,,,5239.00,0.86,,,
Kepler-760 b,8.70419416,0.080500,4.020,,,,0.000000,892,5423.00,1.12,0.92,0.240,4.30
Kepler-760 b,8.70419416,,3.060,0.273,,,,,5322.00,0.85,0.89,0.080,4.54
Kepler-760 b,8.70419416,0.080500,4.020,,,,0.000000,892,5423.00,1.12,0.92,0.240,4.30
Kepler-760 b,8.70414200,0.083000,4.200,,,,0.000000,863,5221.00,1.17,1.02,,4.31
Kepler-760 b,8.70420525,0.077200,2.860,,,,0.000000,748,5074.00,0.86,0.81,0.160,4.47
Kepler-760 b,8.70419416,0.080500,4.020,,,,0.000000,892,5423.00,1.12,0.92,0.240,4.30
Kepler-760 c,,,1.559,0.139,,,,,5239.00,0.86,,,
Kepler-760 c,2.46697439,0.034700,2.010,,,,0.000000,1358,5423.00,1.12,0.92,0.240,4.30
Kepler-760 c,2.46697819,,,,,,,,5162.00,0.91,0.87,,4.46
Kepler-760 c,2.46697039,0.033300,1.560,,,,0.000000,1139,5074.00,0.86,0.81,0.160,4.47
Kepler-760 c,2.46697039,,,,,,,,5162.00,0.91,0.87,,4.46
Kepler-760 c,2.46697439,,1.480,0.132,,,,,5322.00,0.85,0.89,0.080,4.54
Kepler-760 c,2.46697439,0.034700,2.010,,,,0.000000,1358,5423.00,1.12,0.92,0.240,4.30
Kepler-760 c,2.46697439,0.034700,2.010,,,,0.000000,1358,5423.00,1.12,0.92,0.240,4.30
Kepler-760 c,2.46696100,0.036000,2.360,,,,0.000000,1310,5221.00,1.17,1.02,,4.31
Kepler-761 b,10.12824000,0.094000,2.600,,,,0.000000,916,6149.00,1.07,1.07,,4.41
Kepler-761 b,10.12804789,,2.030,0.181,,,,,5706.00,0.93,0.95,-0.090,4.48
Kepler-761 b,10.12804789,0.090400,2.240,,,,0.000000,902,6124.00,1.01,0.96,-0.340,4.41
Kepler-761 b,10.12804789,0.090400,2.240,,,,0.000000,902,6124.00,1.01,0.96,-0.340,4.41
Kepler-761 b,10.12804789,0.090400,2.240,,,,0.000000,902,6124.00,1.01,0.96,-0.340,4.41
Kepler-761 b,10.12810209,,,,,,,,5582.19,0.93,0.99,-0.436,4.49
Kepler-761 b,10.12805158,,,,,,,,5582.19,0.93,0.99,-0.436,4.49
Kepler-761 b,10.12803133,,,,,,,,5582.19,0.93,0.99,-0.436,4.49
Kepler-761 b,,,2.100,0.187,,,,,5675.00,0.89,,,
Kepler-761 b,10.12805158,0.087400,1.950,,,,0.000000,767,5676.00,0.82,0.86,-0.300,4.55
Kepler-762 b,3.77055012,,,,,,,,5897.00,1.38,1.07,,4.19
Kepler-762 b,3.77055210,0.048600,13.010,,,,0.000000,1321,6302.00,1.10,1.07,-0.140,4.39
Kepler-762 b,3.77055650,0.049000,11.100,,,,0.000000,1202,6075.00,0.99,1.10,,4.49
Kepler-762 b,3.77055210,0.048600,13.010,,,,0.000000,1321,6302.00,1.10,1.07,-0.140,4.39
Kepler-762 b,3.77055147,,,,,,,,5897.00,1.38,1.07,,4.19
Kepler-762 b,3.77055251,,,,,,,,5897.00,1.38,1.07,,4.19
Kepler-762 b,3.77055210,0.048600,13.010,,,,0.000000,1321,6302.00,1.10,1.07,-0.140,4.39
Kepler-762 b,3.77055147,0.049300,12.050,,,,0.000000,1302,6322.00,1.07,1.12,-0.120,4.43
Kepler-762 b,3.77055210,,12.680,1.131,,,,,5944.00,1.08,1.06,0.020,4.40
Kepler-762 b,,,15.098,1.347,,,,,6318.00,1.35,,,
Kepler-763 b,1.19654846,0.020500,1.250,,,,0.000000,1414,4999.00,0.84,0.80,0.180,4.49
Kepler-763 b,1.19655156,0.021200,1.220,,,,0.000000,1419,5258.00,0.79,0.88,0.040,4.58
Kepler-763 b,1.19655156,0.021200,1.220,,,,0.000000,1419,5258.00,0.79,0.88,0.040,4.58
Kepler-763 b,1.19655156,0.021200,1.220,,,,0.000000,1419,5258.00,0.79,0.88,0.040,4.58
Kepler-763 b,1.19654846,,,,,,,,5080.00,0.88,0.85,,4.48
Kepler-763 b,1.19655253,,,,,,,,5080.00,0.88,0.85,,4.48
Kepler-763 b,1.19657700,0.021000,1.020,,,,0.000000,1347,5194.00,0.73,0.81,,4.63
Kepler-763 b,,,1.274,0.114,,,,,4988.00,0.86,,,
Kepler-763 b,1.19655156,,1.220,0.109,,,,,5166.00,0.80,0.84,0.010,4.57
Kepler-764 b,7.33685101,0.072400,1.520,,,,0.000000,875,5795.00,0.85,0.94,-0.200,4.55
Kepler-764 b,7.33685101,,,,,,,,5495.00,0.94,0.96,,4.47
Kepler-764 b,7.33674000,0.073000,1.800,,,,0.000000,886,5804.00,0.87,0.97,,4.54
Kepler-764 b,7.33683936,0.072200,1.590,,,,0.000000,876,5798.00,0.85,0.93,-0.220,4.55
Kepler-764 b,,,1.633,0.146,,,,,5800.00,0.91,,,
Kepler-764 b,7.33683936,0.072200,1.590,,,,0.000000,876,5798.00,0.85,0.93,-0.220,4.55
Kepler-764 b,7.33685629,,,,,,,,5495.00,0.94,0.96,,4.47
Kepler-764 b,7.33683936,,1.640,0.146,,,,,5557.00,0.89,0.92,-0.060,4.51
Kepler-764 b,7.33683936,0.072200,1.590,,,,0.000000,876,5798.00,0.85,0.93,-0.220,4.55
Kepler-765 b,27.66552260,,2.430,0.217,,,,,5901.00,1.06,1.05,0.040,4.41
Kepler-765 b,27.66528470,,,,,,,,5811.00,1.17,1.04,,4.32
Kepler-765 b,27.66556000,0.181000,2.270,,,,0.000000,644,6058.00,1.05,1.03,,4.41
Kepler-765 b,,,2.437,0.217,,,,,6038.00,1.12,,,
Kepler-765 b,27.66389830,,,,,,,,5811.00,1.17,1.04,,4.32
Kepler-765 b,27.66528470,0.175400,2.210,,,,0.000000,641,6036.00,1.02,0.94,-0.320,4.40
Kepler-765 b,27.66552260,0.175400,2.290,,,,0.000000,641,6036.00,1.02,0.94,-0.320,4.40
Kepler-765 b,27.66552260,0.175400,2.290,,,,0.000000,641,6036.00,1.02,0.94,-0.320,4.40
Kepler-765 b,27.66547244,,,,,,,,5811.00,1.17,1.04,,4.32
Kepler-765 b,27.66552260,0.175400,2.290,,,,0.000000,641,6036.00,1.02,0.94,-0.320,4.40
Kepler-766 b,6.10030088,,,,,,,,5658.00,1.75,1.00,,3.95
Kepler-766 b,6.10027621,,,,,,,,5658.00,1.75,1.00,,3.95
Kepler-766 b,6.10029259,,,,,,,,5658.00,1.75,1.00,,3.95
Kepler-766 b,6.10027804,0.066000,2.800,,,,0.000000,990,5957.00,0.94,1.03,-0.080,4.51
Kepler-766 b,6.10027804,0.066000,2.800,,,,0.000000,990,5957.00,0.94,1.03,-0.080,4.51
Kepler-766 b,6.10027621,0.066000,2.590,,,,0.000000,990,5957.00,0.94,1.03,-0.080,4.51
Kepler-766 b,6.10027804,,3.390,0.302,,,,,5992.00,1.15,1.10,0.090,4.36
Kepler-766 b,6.10027804,0.066000,2.800,,,,0.000000,990,5957.00,0.94,1.03,-0.080,4.51
Kepler-766 b,6.10029500,0.066000,2.900,,,,0.000000,975,5938.00,0.91,1.02,,4.52
Kepler-767 b,161.52801010,0.573300,6.150,,,,0.000000,318,5870.00,0.87,0.96,-0.200,4.54
Kepler-767 b,161.52811673,,,,,,,,5686.00,1.78,1.01,,3.94
Kepler-767 b,161.52801010,0.573300,6.150,,,,0.000000,318,5870.00,0.87,0.96,-0.200,4.54
Kepler-767 b,161.52783470,,,,,,,,5686.00,1.78,1.01,,3.94
Kepler-767 b,161.52783470,0.587400,8.190,,,,0.000000,366,5778.00,1.21,1.03,0.160,4.29
Kepler-767 b,161.52660000,0.581000,6.100,,,,0.000000,321,5876.00,0.89,1.00,,4.54
Kepler-767 b,161.52801010,,6.640,0.592,,,,,5694.00,0.94,0.96,-0.050,4.48
Kepler-767 b,,,12.134,1.083,,,,,5779.00,1.80,,,
Kepler-767 b,161.52801010,0.573300,6.150,,,,0.000000,318,5870.00,0.87,0.96,-0.200,4.54
Kepler-768 b,2.84796000,0.036000,0.930,,,,0.000000,933,4931.00,0.66,0.75,,4.67
Kepler-768 b,11.39100250,0.092600,1.740,,,,0.000000,632,4999.00,0.76,0.81,0.060,4.59
Kepler-768 b,11.39102358,0.092000,1.670,,,,0.000000,618,4983.00,0.73,0.84,0.070,4.62
Kepler-768 b,11.39100250,,1.790,0.160,,,,,5108.00,0.78,0.82,-0.030,4.58
Kepler-768 b,,,1.801,0.161,,,,,4989.00,0.79,,,
Kepler-768 b,11.39104675,,,,,,,,5014.00,0.78,0.83,,4.58
Kepler-768 b,11.39102358,,,,,,,,5014.00,0.78,0.83,,4.58
Kepler-768 b,11.39100250,0.092600,1.740,,,,0.000000,632,4999.00,0.76,0.81,0.060,4.59
Kepler-768 b,11.39100250,0.092600,1.740,,,,0.000000,632,4999.00,0.76,0.81,0.060,4.59
Kepler-769 b,7.42601776,,,,,,,,5983.00,1.14,1.10,,4.36
Kepler-769 b,7.42608998,0.076300,2.350,,,,0.000000,999,6225.00,1.01,1.07,-0.180,4.46
Kepler-769 b,7.42608998,,2.920,0.261,,,,,6186.00,1.28,1.19,0.060,4.30
Kepler-769 b,7.42608123,0.077800,2.470,,,,0.000000,1037,6049.00,1.18,1.14,0.160,4.35
Kepler-769 b,7.42608998,0.076300,2.350,,,,0.000000,999,6225.00,1.01,1.07,-0.180,4.46
Kepler-769 b,7.42608123,,,,,,,,5983.00,1.14,1.10,,4.36
Kepler-769 b,7.42608998,0.076300,2.350,,,,0.000000,999,6225.00,1.01,1.07,-0.180,4.46
Kepler-769 b,7.42608306,,,,,,,,5983.00,1.14,1.10,,4.36
Kepler-769 b,,,2.315,0.207,,,,,6047.00,1.10,,,
Kepler-769 b,7.42599200,0.077000,2.500,,,,0.000000,996,6215.00,1.02,1.10,,4.47
Kepler-769 c,15.98467000,0.128000,2.200,,,,0.000000,773,6215.00,1.02,1.10,,4.47
Kepler-769 c,,,1.516,0.135,,,,,6047.00,1.10,,,
Kepler-769 c,15.98701740,0.127200,1.480,,,,0.000000,773,6225.00,1.01,1.07,-0.180,4.46
Kepler-769 c,15.98701740,,1.790,0.160,,,,,6186.00,1.28,1.19,0.060,4.30
Kepler-769 c,15.98671996,,,,,,,,5983.00,1.14,1.10,,4.36
Kepler-769 c,15.98689320,0.129700,1.620,,,,0.000000,803,6049.00,1.18,1.14,0.160,4.35
Kepler-769 c,15.98701740,0.127200,1.480,,,,0.000000,773,6225.00,1.01,1.07,-0.180,4.46
Kepler-769 c,15.98689320,,,,,,,,5983.00,1.14,1.10,,4.36
Kepler-769 c,15.98701740,0.127200,1.480,,,,0.000000,773,6225.00,1.01,1.07,-0.180,4.46
Kepler-77 b,3.57878055,,10.640,0.949,,,,,5628.00,1.00,0.99,0.160,4.44
Kepler-77 b,3.57878272,0.047000,10.930,,,,0.000000,1189,5731.00,1.04,1.10,,4.45
Kepler-77 b,3.57878058,,,,,,,,5482.59,1.06,0.96,0.338,4.37
Kepler-77 b,3.57878055,,,,,,,,5482.59,1.06,0.96,0.338,4.37
Kepler-77 b,3.57878060,0.047000,10.760,0.960,225.65000,0.71000,,,5668.00,0.99,1.08,0.430,4.48
Kepler-77 b,3.57878055,0.047200,10.430,,,,0.000000,1144,5705.00,0.98,1.09,0.360,4.50
Kepler-77 b,3.57878057,,,,,,,,5482.59,1.06,0.96,0.338,4.37
Kepler-77 b,3.57878087,0.045010,10.761,0.960,136.66100,0.43000,0.000000,1440,5520.00,0.99,0.95,0.200,4.42
Kepler-77 b,3.57878057,0.045000,10.430,,,,0.000000,1145,5524.00,0.99,0.95,0.200,4.42
Kepler-77 b,,,10.466,0.934,,,,,5596.00,1.00,,,
Kepler-77 b,3.57878055,0.047200,10.430,,,,0.000000,1144,5705.00,0.98,1.09,0.360,4.50
Kepler-77 b,3.57878055,0.047200,10.430,,,,0.000000,1144,5705.00,0.98,1.09,0.360,4.50
Kepler-77 b,3.57878087,0.045020,10.761,0.960,165.90726,0.52200,0.079000,,5520.00,0.99,0.95,0.200,
Kepler-770 b,18.92541476,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 b,18.92549356,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 b,18.92540274,0.130200,1.930,,,,0.000000,585,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 b,18.92540274,0.130200,1.930,,,,0.000000,585,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 b,18.92540274,0.130200,1.930,,,,0.000000,585,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 b,18.92537246,0.169400,13.920,,,,0.000000,1171,4941.00,4.88,1.81,0.400,3.32
Kepler-770 b,18.92540274,,2.300,0.205,,,,,5598.00,0.92,0.94,-0.010,4.49
Kepler-770 b,18.92532000,0.135000,2.400,,,,0.000000,598,5552.00,0.81,0.91,,4.58
Kepler-770 b,18.92537246,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 b,,,3.481,0.311,,,,,4938.00,1.22,,,
Kepler-770 c,1.47532231,0.023800,0.950,,,,0.000000,1368,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 c,1.47531600,0.025000,1.010,,,,0.000000,1390,5552.00,0.81,0.91,,4.58
Kepler-770 c,1.47532322,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 c,1.47532231,0.023800,0.950,,,,0.000000,1368,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 c,,,1.470,0.131,,,,,4938.00,1.22,,,
Kepler-770 c,1.47532560,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 c,1.47532231,,1.200,0.107,,,,,5598.00,0.92,0.94,-0.010,4.49
Kepler-770 c,1.47532322,0.030900,5.880,,,,0.000000,2740,4941.00,4.88,1.81,0.400,3.32
Kepler-770 c,1.47532231,0.023800,0.950,,,,0.000000,1368,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 d,,,1.904,0.170,,,,,4938.00,1.22,,,
Kepler-770 d,4.15238600,0.049000,1.240,,,,0.000000,993,5552.00,0.81,0.91,,4.58
Kepler-770 d,4.15246118,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 d,4.15244722,,1.400,0.125,,,,,5598.00,0.92,0.94,-0.010,4.49
Kepler-770 d,4.15244722,0.047400,1.140,,,,0.000000,969,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 d,4.15246118,0.061600,7.620,,,,0.000000,1941,4941.00,4.88,1.81,0.400,3.32
Kepler-770 d,4.15244722,0.047400,1.140,,,,0.000000,969,5513.00,0.75,0.82,-0.360,4.60
Kepler-770 d,4.15246416,,,,,,,,5493.00,1.17,0.96,,4.28
Kepler-770 d,4.15244722,0.047400,1.140,,,,0.000000,969,5513.00,0.75,0.82,-0.360,4.60
Kepler-771 b,8.73485836,0.084300,1.670,,,,0.000000,890,5982.00,0.96,1.05,-0.040,4.49
Kepler-771 b,8.73488520,,,,,,,,5782.00,1.50,1.04,,4.10
Kepler-771 b,8.73485836,,1.820,0.162,,,,,5906.00,1.05,1.03,0.010,4.42
Kepler-771 b,8.73488520,0.084300,1.590,,,,0.000000,890,5982.00,0.96,1.05,-0.040,4.49
Kepler-771 b,8.73485836,0.084300,1.670,,,,0.000000,890,5982.00,0.96,1.05,-0.040,4.49
Kepler-771 b,8.73477000,0.083000,1.620,,,,0.000000,876,5945.00,0.93,1.02,,4.51
Kepler-771 b,,,2.400,0.214,,,,,5979.00,1.45,,,
Kepler-771 b,8.73487525,,,,,,,,5782.00,1.50,1.04,,4.10
Kepler-771 b,8.73485836,0.084300,1.670,,,,0.000000,890,5982.00,0.96,1.05,-0.040,4.49
Kepler-772 b,,,2.980,0.266,,,,,5641.00,1.83,,,
Kepler-772 b,12.99204853,,,,,,,,5567.78,1.86,0.98,0.111,3.89
Kepler-772 b,12.99207337,,1.820,0.162,,,,,5714.00,1.11,0.98,0.030,4.33
Kepler-772 b,12.99202622,,,,,,,,5567.78,1.86,0.98,0.111,3.89
Kepler-772 b,12.99207337,0.105600,1.960,,,,0.000000,855,5721.00,1.21,0.93,-0.060,4.24
Kepler-772 b,12.99207337,0.105600,1.960,,,,0.000000,855,5721.00,1.21,0.93,-0.060,4.24
Kepler-772 b,12.99207337,0.105600,1.960,,,,0.000000,855,5721.00,1.21,0.93,-0.060,4.24
Kepler-772 b,12.99204853,0.107100,2.030,,,,0.000000,866,5765.00,1.24,0.97,0.000,4.24
Kepler-772 b,12.99207690,,,,,,,,5567.78,1.86,0.98,0.111,3.89
Kepler-772 b,12.99178000,0.105000,2.130,,,,0.000000,857,5685.00,1.23,0.91,,4.22
Kepler-773 b,3.74910006,0.046500,1.520,,,,0.000000,1238,5735.00,1.11,0.95,0.000,4.32
Kepler-773 b,3.74910575,,,,,,,,5665.91,1.16,1.01,0.042,4.31
Kepler-773 b,3.74909245,,,,,,,,5665.91,1.16,1.01,0.042,4.31
Kepler-773 b,3.74907923,,,,,,,,5665.91,1.16,1.01,0.042,4.31
Kepler-773 b,3.74910006,0.046500,1.520,,,,0.000000,1238,5735.00,1.11,0.95,0.000,4.32
Kepler-773 b,3.74910575,0.047000,1.680,,,,0.000000,1160,5751.00,0.98,0.99,0.060,4.45
Kepler-773 b,3.74910300,0.047000,1.570,,,,0.000000,1196,5746.00,1.05,1.01,,4.40
Kepler-773 b,,,1.809,0.161,,,,,5736.00,1.06,,,
Kepler-773 b,3.74910006,,1.430,0.128,,,,,5850.00,1.01,1.04,0.050,4.45
Kepler-773 b,3.74910006,0.046500,1.520,,,,0.000000,1238,5735.00,1.11,0.95,0.000,4.32
Kepler-774 b,11.08942000,0.107000,2.200,,,,0.000000,1084,6405.00,1.58,1.32,,4.16
Kepler-774 b,11.08957230,0.106800,2.490,,,,0.000000,1204,6350.00,1.97,1.32,-0.080,3.97
Kepler-774 b,11.08957230,0.106800,2.490,,,,0.000000,1204,6350.00,1.97,1.32,-0.080,3.97
Kepler-774 b,11.08950666,,,,,,,,6439.23,1.91,1.30,-0.134,3.99
Kepler-774 b,,,2.277,0.203,,,,,6513.00,1.86,,,
Kepler-774 b,11.08959512,,,,,,,,6439.23,1.91,1.30,-0.134,3.99
Kepler-774 b,11.08956602,0.111400,3.510,,,,0.000000,1422,6353.00,2.87,1.50,-0.100,3.70
Kepler-774 b,11.08957230,0.106800,2.490,,,,0.000000,1204,6350.00,1.97,1.32,-0.080,3.97
Kepler-774 b,11.08957230,,3.170,0.283,,,,,6403.00,2.42,1.57,0.040,3.87
Kepler-774 b,11.08956602,,,,,,,,6439.23,1.91,1.30,-0.134,3.99
Kepler-775 b,0.97486890,0.018700,1.160,,,,0.000000,1612,5487.00,0.83,0.92,0.000,4.56
Kepler-775 b,0.97486893,0.018700,1.190,,,,0.000000,1614,5487.00,0.83,0.92,0.000,4.56
Kepler-775 b,0.97486893,0.018700,1.190,,,,0.000000,1614,5487.00,0.83,0.92,0.000,4.56
Kepler-775 b,0.97487027,,,,,,,,5362.23,0.85,0.93,0.029,4.54
Kepler-775 b,,,1.169,0.104,,,,,5354.00,0.84,,,
Kepler-775 b,0.97486893,,1.190,0.106,,,,,5468.00,0.84,0.92,-0.040,4.56
Kepler-775 b,0.97487048,,,,,,,,5362.23,0.85,0.93,0.029,4.54
Kepler-775 b,0.97487640,0.019000,1.410,,,,0.000000,1643,5480.00,0.88,0.93,,4.52
Kepler-775 b,0.97486893,0.018700,1.190,,,,0.000000,1614,5487.00,0.83,0.92,0.000,4.56
Kepler-775 b,0.97486890,,,,,,,,5362.23,0.85,0.93,0.029,4.54
Kepler-776 b,4.89721006,0.052300,1.480,,,,0.000000,904,5093.00,0.85,0.79,0.080,4.48
Kepler-776 b,4.89721006,,,,,,,,4944.00,0.82,0.81,,4.51
Kepler-776 b,4.89718784,0.052300,1.380,,,,0.000000,904,5093.00,0.85,0.79,0.080,4.48
Kepler-776 b,4.89718784,,1.280,0.114,,,,,5071.00,0.78,0.83,0.050,4.58
Kepler-776 b,4.89713400,0.051000,1.500,,,,0.000000,841,5023.00,0.73,0.74,,4.57
Kepler-776 b,4.89715973,,,,,,,,4944.00,0.82,0.81,,4.51
Kepler-776 b,4.89718784,0.052300,1.380,,,,0.000000,904,5093.00,0.85,0.79,0.080,4.48
Kepler-776 b,,,1.371,0.122,,,,,5083.00,0.79,,,
Kepler-776 b,4.89718784,0.052300,1.380,,,,0.000000,904,5093.00,0.85,0.79,0.080,4.48
Kepler-777 b,,,1.619,0.144,,,,,3968.00,0.64,,,
Kepler-777 b,5.72812616,,,,,,,,4031.00,0.67,0.63,,4.58
Kepler-777 b,5.72812599,,1.470,0.131,,,,,4043.00,0.56,0.58,-0.170,4.71
Kepler-777 b,5.72812599,0.052600,1.510,,,,0.000000,590,4065.00,0.57,0.59,-0.130,4.70
Kepler-777 b,5.72812599,0.052600,1.510,,,,0.000000,590,4065.00,0.57,0.59,-0.130,4.70
Kepler-777 b,5.72812616,0.051900,1.380,,,,0.000000,569,3968.00,0.55,0.57,-0.140,4.71
Kepler-777 b,5.72825600,0.052000,1.580,,,,0.000000,588,4149.00,0.54,0.56,,4.73
Kepler-777 b,5.72812599,0.052600,1.510,,,,0.000000,590,4065.00,0.57,0.59,-0.130,4.70
Kepler-777 b,5.72807244,,,,,,,,4031.00,0.67,0.63,,4.58
Kepler-778 b,3.75577000,0.045000,1.700,,,,0.000000,943,5278.00,0.74,0.84,,4.62
Kepler-778 b,3.75574426,0.045300,1.720,,,,0.000000,977,5311.00,0.79,0.88,-0.040,4.59
Kepler-778 b,,,1.581,0.141,,,,,5315.00,0.79,,,
Kepler-778 b,3.75574426,0.045300,1.720,,,,0.000000,977,5311.00,0.79,0.88,-0.040,4.59
Kepler-778 b,3.75574267,0.045300,1.580,,,,0.000000,977,5311.00,0.79,0.88,-0.040,4.59
Kepler-778 b,3.75574426,0.045300,1.720,,,,0.000000,977,5311.00,0.79,0.88,-0.040,4.59
Kepler-778 b,3.75574426,,1.680,0.150,,,,,5102.00,0.77,0.81,-0.090,4.58
Kepler-778 b,3.75574267,,,,,,,,5098.00,0.80,0.86,,4.57
Kepler-778 b,3.75572712,,,,,,,,5098.00,0.80,0.86,,4.57
Kepler-779 b,7.09712124,0.053300,0.740,,,,0.000000,425,3569.00,0.39,0.40,-0.160,4.86
Kepler-779 b,7.09715413,,,,,,,,3827.00,0.55,0.54,,4.69
Kepler-779 b,7.09712124,,,,,,,,3827.00,0.55,0.54,,4.69
Kepler-779 b,,,1.037,0.093,,,,,3560.00,0.54,,,
Kepler-779 b,7.09714223,0.053700,0.830,,,,0.000000,428,3555.00,0.40,0.41,-0.070,4.85
Kepler-779 b,7.09714223,,0.920,0.082,,,,,3804.00,0.44,0.46,-0.430,4.81
Kepler-779 b,7.09702800,0.059000,1.150,,,,0.000000,525,4018.00,0.52,0.54,,4.74
Kepler-779 b,7.09714223,0.053700,0.830,,,,0.000000,428,3555.00,0.40,0.41,-0.070,4.85
Kepler-779 b,7.09714223,0.053700,0.830,,,,0.000000,428,3555.00,0.40,0.41,-0.070,4.85
Kepler-78 b,0.35500744,,1.160,0.103,8.00000,0.02500,,,5089.00,0.74,0.81,-0.140,4.60
Kepler-78 b,0.35500000,,1.173,0.105,1.86000,0.00600,0.000000,2250,5058.00,0.74,0.76,-0.180,4.55
Kepler-78 b,0.35500000,,1.228,0.110,1.77000,0.00557,,,5121.00,0.75,0.78,-0.080,4.61
Kepler-78 b,0.35500744,,1.121,0.100,1.96716,0.00619,,,5089.00,0.75,0.84,-0.140,4.60
Kepler-78 b,0.35500744,,,,,,0.000000,,5076.34,0.73,0.85,0.035,4.64
Kepler-78 b,0.35500744,,1.200,0.107,1.69000,0.00532,,,5121.00,0.74,0.83,-0.080,4.61
Kepler-78 b,0.35500744,,1.200,0.107,1.87000,0.00588,,,,,0.83,,
Kepler-780 b,0.67737516,0.014900,0.970,,,,0.000000,2173,5735.00,1.10,0.95,0.020,4.34
Kepler-780 b,0.67737516,0.014900,0.970,,,,0.000000,2173,5735.00,1.10,0.95,0.020,4.34
Kepler-780 b,0.67739110,0.015000,1.100,,,,0.000000,2154,5731.00,1.09,1.00,,4.37
Kepler-780 b,0.67737516,,0.890,0.079,,,,,5769.00,1.02,1.01,0.050,4.42
Kepler-780 b,0.67737469,0.015000,0.900,,,,0.000000,2099,5718.00,1.04,0.97,0.080,4.39
Kepler-780 b,0.67737516,0.014900,0.970,,,,0.000000,2173,5735.00,1.10,0.95,0.020,4.34
