TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
125358479,125358479.01,,,,,,,,,PC,,12.2915,0.006,123.688179,-14.421457,-30.325,0.075,9.307,0.049,2458492.51,,5.01,,0.035797,,32.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.661,3.7855,5165,125.882,4.52649,.0884921,.844391,.0509548,2021-06-07 09:30:06,chiarello,,97531,"Camera 2, CCD 3, Column 634, Row 647, Sector 7"
125414447,125414447.01,,,,,,,,,PC,,14.2935,0.017,105.730319,-8.436902,0.003,0.061,-0.654,0.052,2458493.2,.004,3.7069,0.0008,58.484348,,52441,,2.393,,85.4,.5,.88,.09,.229,.052,10.4,.3,25.1,5.7,,,,,,,,,,,,,,,,,,,1042.65,42.325,6037,122,4.38644,,1.12311,,2020-11-03 04:43:57,nardiello,,36661,"new CTOI likely member of NGC 2323     , PATHOS-09 in Nardiello et al. (2020)"
125489144,125489144.01,,,,,,,,,PC,,11.8752,0.006,354.933908,40.596381,12.952,0.045,35.588,0.032,2458787.6524,.0044,,,11.099566,2.936541,10171,2701,6.4,,,,,,,,,,8.0249,1.22,,,,,,,,,,,,,,,,,,,154.798,.717,4682,131.208,4.58497,.092954,.729807,.0540302,2022-04-28 22:03:58,dragomir,tfopwg,415363,"single transit event from the TSTPC working group"
126098688,126098688.01,,,,,,,,,PC,,9.2081,0.006,56.286658,32.976883,50.785,0.078,-36.06,0.047,2458795.63045,,5.913825,0.007519,0.682057,0.205224,628,189,3.586,0.246,,,,,,,,,2.52,.41,,,208.4,,961,,,,.063,,,,,,,,,,86.3434,.34145,5595.55,118.019,4.49621,.0766822,.930564,.0444623,2020-01-02 18:15:31,damboiu,,8516,"Signal displays possible TTVs"
126278294,126278294.01,,,,,,,,,PC,,10.7564,0.006,134.066369,25.196724,-24.452,0.107,-9.211,0.068,2459570.23,.001,,,1.184098,0.065146,1090,60,4.667,2.668,,,,,,,,,3.951,.107,,,,,,,,,,,,,,,,,,,204.257,2.807,5648.05,106.288,4.36193,.0735214,1.0927,.0522814,2022-02-06 07:02:28,vogl,,107755,"Found with our in-house single transit finder; Sector 46"
126572546,126572546.01,2527.01,,,,,,,,PC,,11.1673,0.032,136.653301,-50.48045,-13.033,0.248,7.838,0.235,,,2.302,,1.086279,0.32577,1000,300,5.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.085,85.498,6919,258.918,3.54099,.109935,3.45166,.385246,2020-12-10 12:26:59,grunblatt,,61031,"planet candidate around evolved hot star"
126600730,126600730.01,,,,,,,,,PC,,15.4686,0.018,116.077234,-28.325305,-2.013,0.06,1.2,0.067,2458497.305,.011,6.2991,0.0067,11.355172,,10404,,3.324,,84.7,1.9,.75,.18,.102,.027,9.3,1,23.8,8,,,,,,,,,,,,,,,,,,,4043,705.455,7487,125,3.90287,,2.42864,,2020-11-03 04:43:57,nardiello,,36662,"new CTOI likely member of Haffner 14   , PATHOS-10 in Nardiello et al. (2020)"
126797048,126797048.01,,,,,,,,,PC,,8.8855,0.006,137.046678,-50.613758,-6.462,0.055,-26.792,0.055,2459284.358,.02,,,3.044325,0.108579,2800,100,22.8,0.2,,,,,,,,,10.5,.5,,,,,,,,,,,,,,,,,,,187.473,1.1515,7271,132.644,4.15114,.0841284,1.78191,.0635578,2021-05-13 04:59:48,gsun,,96992,"newCTOI"
126945917,126945917.01,,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722,0.072,2458325.6218,,1.347917,,2225.344165,,871215.874271156,,6.66666666666667,,,,,,,,,,73.6053970136627,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580,145.012,3.98548,.083325,2.23383,.085402,2019-05-25 09:17:28,lipponen,,3787,"sector1"
126945917,126945917.02,,,,,,,,,PC,,9.1063,0.006,318.732623,-43.395502,44.059,0.081,-12.722,0.072,2458326.2885,,1.342361,,1117.184164,,642623.21768236,,5.03333333333333,,,,,,,,,,122.614451487989,,,,,,,,,,,,,,,,,,,,310.176,5.5135,7580,145.012,3.98548,.083325,2.23383,.085402,2019-05-25 09:17:28,lipponen,,3787,"sector1"
126984335,126984335.01,,,,,,,,,PC,,9.8872,0.006,24.363431,17.846511,140.264,0.101,-53.714,0.139,2459490.366,.021,,,1.325407,0.04343,1220,40,6.734,5.656,,,,,,,,,2.992,.052,,,,,,,,,,,,,,,,,,,82.1672,.41335,5062,121.382,4.57783,.0883295,.784923,.0479799,2021-11-22 13:59:32,vogl,,102249,"Found with our in-house single transit finder; Sector 43"
127505658,127505658.01,5564.01,,,,,,,,PC,,11.6871,0.006,80.947217,35.417549,10.743,0.069,3.524,0.051,2458840.5352,.0046,,,12.612137,1.668973,11549,1536,,,,,,,,,,,10.4252,.8681,,,,,,,,,,,,,,,,,,,251.487,2.5905,5722,253.654,4.55073,.0905375,.88753,.0446105,2022-04-28 22:03:58,dragomir,tfopwg,415379,"single transit event from the TSTPC working group"
127505662,127505662.01,,,,,,,,,PC,,10.4894,0.006,80.943667,35.415306,-3.396,3.132,-14.157,2.862,2458840.5398,.0042,,,3.898268,0.499554,3584,460,,,,,,,,,,,8.9393,,,,,,,,,,,,,,,,,,,,229.173,,6288,,,,1.37004,,2022-04-28 22:03:58,dragomir,tfopwg,415387,"single transit event from the TSTPC working group"
128703021,128703021.01,,,,,,,,,PC,,5.5859,0.006,219.793951,-46.585398,-198.202,0.122,-214.385,0.08,2458601.85,,0,,0.651637,0.217169,600,200,7.2,2,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,34.0141,.06055,6281.14,103.866,4.12175,.07672,1.59629,.0630025,2020-03-06 02:04:31,eisner,tfopwg,17977,"Planet Hunters TESS candidate. Single transit event."
129268651,129268651.01,,,,,,,,,PC,,13.8728,0.007,118.767185,-28.829894,-119.149,0.074,-31.476,0.082,2458526.25411,.00272,5.965288,0.001875,0.000109,,0.1,0,0.087,0.009,90.21,.99,-.098,.468,.2175,.0121,27,2.7,5.41,.34,,,4.3,.4,400.9,8.5,,,.0373,.0002,0,0,,,,,,,56.9275,.15745,3380,157,5.01784,.0181984,.227887,.00687227,2019-06-10 08:56:06,cloutier,,4047,"new CTOI from ORION (https://arxiv.org/abs/1812.08145)"
129762963,129762963.01,,,,,,,,,PC,,13.5567,0.007,35.113017,39.003484,0.581,0.078,-1.529,0.059,2458791.79297436,.00286439,1.04629347,0.00022869,12.162976,10.462458,11140,9590,1.49,0.217,,,.712,.305,.12893,.04209,4.61,1.43,20.44,8.8,,,,,,,,,,,,,,,,,,,929.433,27.151,5415,127,4.05961,,1.49897,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,NotCM?,1.2e+09yr. Wrn: mean(R)=1.166. Rp=(0.59-3.40)Rj. b=0.12-1.08 (3-97HDI)."
129979519,129979519.01,,,,,,,,,PC,,10.7503,0.006,36.7153,37.536993,-5.246,0.082,-10.798,0.068,2458791.38,,1.22,,0.777915,,716.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.356,.739,5014,116.782,4.55312,.0825341,.799457,.046696,2021-03-31 10:50:16,chiarello,,95802,"camera 1; ccd 2; column 816; row 1419; sector 18"
130370378,130370378.01,,,,,,,,,PC,,8.422,0.032,104.444296,-44.291157,-1102.66,2,-43.17,2,2459231.752,.005,,,1.738569,0.108579,1600,100,6.6,0.2,,,,,.04,.0013,,,1.22,.05,,,,,,,,,,,,,,,,,,,11.67992,,,,4.86012,.00094503,.364271,.0109464,2021-03-17 23:34:22,deen,,95523,"single transit (nominal period: 490 days)"
130469151,130469151.01,,,,,,,,,PC,,12.3078,0.006,104.830063,-47.759125,-2.209,0.042,10.659,0.041,2458468.3008,.0032,2.40296,0.00018,5.875588,,5397,,0.078,0.006,78.06,1.41,.97,.12,.082,.074,4.7,.65,16.31,15.58,,,,,,,.34,.17,,,,,,,,,,,794.86,13.2115,6258,137.701,4.00327,.0848527,1.82212,.0862513,2020-08-10 07:20:18,montalto,,29482,"new CTOI, Montalto et al. (2020)"
130613275,130613275.01,,,,,,,,,PC,,10.7657,0.006,105.825266,-42.068667,-14.054,0.043,23.395,0.042,2458484.85,.0044,8.47684,0.00205,6.767814,,6214,,0.13,0.005,84.91,.38,.95,.02,.082,.019,10.72,.78,25.41,7.18,,,,,,,.32,.12,,,,,,,,,,,641.453,9.694,6416,133.424,3.64275,.0890983,2.83761,.129513,2020-08-10 07:20:18,montalto,,29341,"new CTOI, Montalto et al. (2020)"
130718055,130718055.01,,,,,,,,,PC,,9.595,0.006,203.472673,-2.235469,35.652,0.096,-15.311,0.061,2458897.82,.1,,,3.425467,0.217169,3150,200,7.3,0.8,,,,,,,,,4.8,1,,,,,,,,,,,,,,,,,,,76.9167,.2867,5227,125.39,4.59376,.080726,.788585,.0451759,2022-02-11 05:47:11,eisner,,108014,"PHT candidate. Possible period 207.65 d. Unusual transit shape needs to be investigated. Events close to momentum dumps."
131419878,131419878.01,720.01,,,,,,,,PC,,8.8154,0.006,118.037196,-37.799016,-12.175,0.112,8.992,0.11,3458494.08915,.00651,3.1604,0.00071,0.220427,0.001086,203,1,1.922,0.489,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,151.634,1.4935,6681,132.559,4.20216,.0852412,1.55798,.0683141,2019-04-18 06:11:48,kcollins,tfopwg,3205,"possible NEB"
133260600,133260600.01,,,,,,,,,PC,,13.8454,0.006,120.814147,-37.278252,-9.303,0.038,5.619,0.039,2458518.47746052,.00119558,1.42374409,0.00012496,167.294594,43.587032,142800,39350,2.47,0.136,79.9,1.6,.855,.139,.37789,.07364,4.87,.18,43.72,13.12,,,,,,,,,,,,,,,,,,,488.274,5.551,4687,122,4.26195,,1.0607,,2020-01-03 11:21:12,bouma,tfopwg,8521,"Probably EB, else HJ in Vela OB2 pop2 (<50Myr, CG19)."
133323306,133323306.01,,,,,,,,,PC,,11.9726,0.007,149.572288,-49.941819,-10.224,0.057,5.704,0.044,2458558.32394991,.00508751,1.09506063,0.00044528,3.098766,0.217169,2850,200,2.631,0.615,81.2,8,.473,.431,.0534,.00262,3.08,.57,12.55,.85,,,,,,,,,,,,,,,,,,,922.908,25.9115,7330,136.4,3.99106,.0840126,2.15555,.101249,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand 1.1d HJ, Theia 988 (~500Myr; KC19). Short period rotn(?) signal too. Multisector."
133655284,133655284.01,3378.01,,,,,,,,PC,,12.0588,0.009,121.289884,-41.187617,-5.545,0.045,8.331,0.043,2458500.5,.5,2.61,0.01,2.173647,0.217169,2000,200,5.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.563,22.8015,7363,142.458,3.80043,.0826678,2.69264,.118834,2020-12-22 10:30:42,grunblatt,,92721,"hot Jupiter candidate around hot, evolved star"
134528212,134528212.01,,,,,,,,,PC,,13.7025,0.006,122.413793,-37.371099,4.079,2.85,-4.126,2.85,2458492.259666701,.002742790617048741,1.6052396275434235,0.0003335330681822901,14.927555,7.269424,13654.703335187733,6673.022969491445,1.8457391282985087,0.5692965005768077,84.06739597190902,6.483996954097486,.6361707641387302,.7197943383026958,.11685334113831633,.040380016067797134,6.154989047226482,1.8888896131291664,15.573008369147153,7.126463721774588,,,,,,,,,,,,,,,,,,,705.238,,,,,,,,2019-09-18 09:12:28,bouma,tfopwg,5724,"Cand HJ, Dias14 says in NGC2546. Occ depth implies likely EB. Star is 2sigma off in parallax & PMs. (CDIPS; Bouma+19)"
134549022,134549022.01,,,,,,,,,PC,,11.5649,0.006,108.622439,-43.463984,-1.545,0.032,-11.122,0.034,2458483.8245,.0006,11.53405,0.00019,19.536655,,17833,,0.119,0.005,87.43,.22,.93,.08,.149,.055,20.72,1.51,16.8,6.91,,,,,,,1.27,.38,,,,,,,,,,,318.085,1.8175,6144,128.872,4.47777,.0799813,1.03333,.0465452,2020-08-10 07:20:18,montalto,,29472,"new CTOI, Montalto et al. (2020)"
134631912,134631912.01,,,,,,,,,PC,,10.3925,0.009,182.118081,-41.348987,-1.1,2.1,-7.2,2,2458569.59,,1.06,,0.6655,,612.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.626,,6370,,,,1.41226,,2021-01-24 15:13:59,chiarello,,93487,"All info obtained using the Light Kurve framework"
135036669,135036669.01,2640.01,,,,,,,,PC,,15.709,0.008,150.273202,-52.435796,-22.692,0.15,7.371,0.147,2458544.62803991,.00321066,0.91122495,0.00019845,66.51065,2.739508,59420,2520,3.172,0.488,81.9,5.9,.382,.279,.24377,.0073,2.72,.28,7.31,.32,,,,,,,,,,,,,,,,,,,131.444,1.554,2999,157,4.95462,.00770906,.274907,.008943101,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand super-Neptune; IC2602 (30Myr; KC19). PMS M dwarf. Faint."
135050395,135050395.01,,,,,,,,,PC,,9.5765,0.006,184.83703,-39.857046,-108.735,0.049,14.018,0.023,2458567.7233,.0002,6.76012,0.00009,23.12756,,21076,,0.104,0.003,87.67,.18,.73,.02,.145,.003,18.07,.8,13.27,.97,,,,,,,2.44,.41,,,,,,,,,,,85.3758,.28485,5371,127.157,4.56036,.0826891,.837717,.0461558,2020-08-10 07:20:18,montalto,,29339,"new CTOI, Montalto et al. (2020)"
135100529,135100529.01,5628.01,,,,,,,,PC,,14.4733,0.006,185.727955,18.836705,-171.085,0.127,-28.273,0.103,2459640.621,.001,4.341,0.001,46.586227,5.442298,42000,5000,1.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.03,.9085,3427,122,,,,,2022-05-18 04:08:39,eisner,,415790,"PHT candidate. No Gaia radius. Given Teff, color, parallax likely late type star."
135145585,135145585.01,,,,,,,,,PC,,11.5092,0.006,185.408019,-41.19529,-33.177,0.047,2.524,0.021,2458569.6934,.002,1.51001,0.00018,4.493376,,4130,,0.057,0.004,76,2.09,.95,.02,.054,.008,3.91,.7,8.08,1.7,,,,,,,.5,.28,,,,,,,,,,,351.789,4.35,5617,134.309,4.16023,.0815578,1.37005,.0731256,2020-08-10 07:20:18,montalto,,29469,"new CTOI, Montalto et al. (2020)"
135243705,135243705.01,,,,,,,,,PC,,11.7929,0.006,186.194809,-39.834994,21.116,0.058,-21.952,0.049,2458569.4646,.005,2.65883,0.00088,9.52557,,8735,,0.213,0.009,81.23,1.82,.56,.09,.082,.008,3.67,.23,12.26,1.7,,,,,,,.13,.04,,,,,,,,,,,467.814,9.404,6138,128.798,4.22968,.08165,1.36906,.0641608,2020-08-10 07:20:18,montalto,,29463,"new CTOI, Montalto et al. (2020)"
135268489,135268489.01,,,,,,,,,PC,,10.6853,0.006,244.156629,19.891044,0.776,0.157,2.106,0.15,2459007.496,.005,3.702,0.005,19.721281,0.543004,18000,500,4.57,,,,,,.134,.002,,,20.7,.3,,,,,,,,,.0483,.0022,,,,,,,,,289.684,9.4415,6054,121.037,4.18939,.0831774,1.41415,.0774799,2020-07-27 17:01:03,deen,,28732,"6 transits. star variable with similar period (3.83 days)"
135367053,135367053.01,,,,,,,,,PC,,11.2768,0.006,186.886197,-38.48707,0.545,0.068,-1.253,0.107,2458568.7355,.0072,2.7575,0.00127,4.204501,,3865,,0.171,0.011,84.94,2.12,.43,.16,.05,.007,4.9,.27,9.36,1.88,,,,,,,.29,.1,,,,,,,,,,,493.258,14.6295,6399,142.799,4.07689,.0874579,1.71473,.0968745,2020-08-10 07:20:18,montalto,,29459,"new CTOI, Montalto et al. (2020)"
136798415,136798415.01,,,,,,,,,PC,,11.0578,0.006,3.817739,-1.473699,38.357,0.097,-6.628,0.058,2459468.626,.024,,,2.554483,0.314909,2350,290,5.8,1.907,,,,,,,,,5.138,.308,,,,,,,,,,,,,,,,,,,236.734,3.233,6081,129.866,4.52141,.0796124,.969594,.0458292,2021-10-25 03:11:28,vogl,,101169,"Found with our in-house single transit finder; Sector 42"
136886352,136886352.01,,,,,,,,,PC,,10.9402,0.008,356.975901,-13.36126,3.865,0.075,-8.402,0.064,2458354.9065,.0014,2.72234,0.00023,5.306999,,4876,,0.065,0.006,82.91,1.28,.92,.06,.077,.018,7.46,1.69,14.59,4.05,,,,,,,1.06,.69,,,,,,,,,,,457.179,11.05,6566,126.102,4.09233,.0889927,1.73635,.0859296,2020-08-10 07:20:18,montalto,,29316,"new CTOI, Montalto et al. (2020)"
137205922,137205922.01,,,,,,,,,PC,,10.595,0.014,31.201836,77.735365,-3.493,0.039,3.554,0.045,2459006.21,.005,3.30029,,8.666096,0.054288,7950,50,7.6,,,,,,.0892,.0028,,,29.034,.091,,,,,,,,,.0589,.0027,,,,,,,,,761.436,14.375,9773,248.725,3.88698,.0676012,2.98203,.091294,2020-07-27 17:30:07,deen,,28733,"V/U-shaped graze but no secondary. Coincides with stellar variability"
137389526,137389526.01,,,,,,,,,PC,,10.7195,0.006,52.121846,75.735197,9.289,0.037,-18.253,0.041,2458820.003579,,3.911636,,3.017324,,2775.2,,4.0291,,,,.939,,.05268,,,,9.005780842351244,,,,,,,,,,,,,,,,,,,,327.969,2.442,6533,127.373,4.21076,.0852678,1.50777,.0648392,2021-02-08 16:07:01,olmschenk,,93981,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
137966491,137966491.01,,,,,,,,,PC,,10.4525,0.006,50.368047,32.913811,15.999,0.097,-18.333,0.079,2458797.1564,.0039,,,4.449767,0.449588,4090,414,,,,,,,,,,,11.362,.7948,,,,,,,,,,,,,,,,,,,289.829,5.3965,6337,131.214,4.11062,.0888853,1.63258,.0787688,2022-04-28 22:03:58,dragomir,tfopwg,415376,"single transit event from the TSTPC working group"
138126035,138126035.01,2321.01,,,,,,,,PC,,9.84325,0.006,196.736409,16.54934,-3.822,0.103,-25.162,0.069,2458954.32294,.007,,,1.526532,0.651637,1405,600,4.6,0.9,,,,,,,,,4,.7,,,,,,,,,,,,,,,,,,,120.535,.6485,5645.84,105.274,4.46148,.0728202,.974373,.0429648,2020-09-17 08:06:36,eisner,,35864,"PHT candidate. Single transit event."
138169785,138169785.01,,,,,,,,,PC,,10.7566,0.006,94.966518,72.48434,1.6,2,-10.7,2.1,2458849.8395,.002,,,15.672255,8.628886,14331,7916,,,,,,,,,,,15.2669,,,,,,,,,,,,,,,,,,,,274.078,,5860,,,,1.16588,,2022-04-28 22:03:58,dragomir,tfopwg,415394,"single transit event from the TSTPC working group"
138351298,138351298.01,,,,,,,,,PC,,11.1542,0.006,293.72412,36.115309,10.647,0.036,-1.534,0.039,2459445.057,.026,,,9.388665,0.206309,8610,190,3.733,1.262,,,,,,,,,15.399,.17,,,,,,,,,,,,,,,,,,,374.772,3.195,5931,128.488,4.10976,.0793009,1.51799,.071804,2021-10-04 14:57:22,vogl,,100315,"Found with our in-house single transit finder; Sector 41"
138683028,138683028.01,,,,,,,,,PC,,12.9055,0.009,320.02519,43.938815,-3.001,0.033,-3.845,0.033,2458713.52886958,.00727497,1.91700666,0.00135881,3.327446,0.760281,3060,700,2.852,0.255,,,.448,.201,.05156,.00531,4.82,.33,8.57,.99,,,,,,,,,,,,,,,,,,,844.944,14.327,6603,139.124,4.21049,.0881639,1.52661,.0727865,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,CM,1.4e+08yr,OffTarget?. Rp=(0.60-0.93)Rj. b=0.04-0.74 (3-97HDI)."
138707225,138707225.01,,,,,,,,,PC,,9.4964,0.006,0.006708,-14.815108,13.34,0.075,26.123,0.052,2458369.6527,.0229,,,0.640936,0.01482,590.15,13.65,9.4,6.23,,,,,,,,,5.74,.07,,,,,,,,,,,,,,,,,,,232.964,2.642,5685,128.818,3.77233,.0803716,2.16288,.110171,2021-06-08 09:44:01,steuer,,97560,"Found with our in-house single transit finder"
138772345,138772345.01,,,,,,,,,PC,,9.91913,0.006,167.388988,29.642264,-7.912,0.098,-5.352,0.083,2458905.35,,8.57,,1.378935,,1269.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.93,2.3115,5734,122.467,4.05992,.0770947,1.56395,.076799,2021-05-04 10:46:39,chiarello,,96882,"Camera 1, CCD 2, Column 1193, Row 1317, Sector 22"
138820713,138820713.01,,,,,,,,,PC,,11.1557,0.007,175.56543,24.192494,-58.016,0.102,-164.001,0.088,2458900.39306,,1.92614,,0.880889,0.0038,811,3.5,1.512,0.072,,,.164,.164,,,,,1.36,.1,,,61.24,,713,,,,.023998,,,,,,,,,,40.9866,.10605,3572,157,4.76894,.00664722,.464169,.0137283,2021-01-27 08:13:51,spencer,,93706,"Corrected transit depth of 649.22 (+/-26.15) ppm"
138941853,138941853.01,,,,,,,,,PC,,11.5716,0.009,83.171748,1.86095,2.442,0.088,-14.776,0.074,2458464.0543,.0014,11.59019,,10.097469,,9257,,0.158,0.008,86.14,.28,.93,.04,.095,.018,13.73,1,20,4.93,,,,,,,.36,.14,,,,,,,,,,,596,16.335,6268,127.953,3.95395,.0891319,1.92857,.103397,2020-08-10 07:20:18,montalto,,29363,"new CTOI, Montalto et al. (2020)"
139147770,139147770.01,,,,,,,,,PC,,11.4907,0.006,344.445337,-42.937916,17.169,0.066,-5.998,0.062,2458327.625,.0022,,,15.307713,0.543004,14000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.075,3.74,5941,129.049,4.44287,.0804915,1.03827,.0499749,2020-12-21 13:26:33,brahm,,92705,"WINE single transit"
139198430,139198430.01,1891.01,,,,,,,,PC,,9.3059,0.006,345.630986,-46.085195,-24.1,1.3,-2.1,1.4,2458333.111,,,,10.875337,,9966.557,,1.3,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,135.265,,5984,,,,1.21977,,2019-04-10 21:28:18,lipponen,,3118,"single_drop"
139270665,139270665.01,,,,,,,,,PC,,9.78559,0.006,124.033897,33.291453,12.792,0.075,-19.9,0.053,2459592.365,.006,,,4.624212,0.032573,4250,30,5.267,0.361,,,,,,,,,9.832,.032,,,,,,,,,,,,,,,,,,,189.875,1.602,6071,132.73,4.21337,.0816235,1.37929,.0648367,2022-02-21 14:08:41,vogl,,108251,"Found with our in-house single transit finder; Sector 47"
139409215,139409215.01,,,,,,,,,PC,,11.1855,0.006,38.77767,36.269441,-10.679,0.073,-4.757,0.069,2458804.9578,.0031,,,37.496492,15.728434,33946,14382,,,,,,,,,,,15.2628,3.3493,,,,,,,,,,,,,,,,,,,122.213,.605,4721.98,99.3967,4.55726,.0808467,.757996,.0435276,2022-04-28 22:03:58,dragomir,tfopwg,415372,"single transit event from the TSTPC working group"
139423295,139423295.01,,,,,,,,,PC,,10.1733,0.006,80.570158,-19.056338,6.329,0.047,5.339,0.056,2458435.9926,.0011,10.53677,0.00036,4.461759,,4101,,0.125,0.005,85.94,.26,.95,.08,.08,.029,13.5,.84,15.59,6.44,,,,,,,.42,.13,,,,,,,,,,,301.782,2.8005,6209,127.124,4.01174,.0834567,1.78511,.0809725,2020-08-10 07:20:18,montalto,,29319,"new CTOI, Montalto et al. (2020)"
139444326,139444326.01,2802.01,,,,,,,,PC,,11.526,0.007,80.731186,-21.955687,0.895,0.164,4.517,0.192,2458437.1697,.0049,3.5269,0.00056,1.773369,,1632,,0.12,0.01,85.66,1.22,.6,.12,.033,.008,7.91,.7,5.68,1.73,,,,,,,.75,.4,,,,,,,,,,,441.989,25.881,5817,126.428,4.06381,.0897093,1.57661,.118718,2020-08-10 07:20:18,montalto,,29412,"new CTOI, Montalto et al. (2020)"
139456051,139456051.01,,,,,,,,,PC,,15.3497,0.008,336.784881,-47.229347,161.24,0.118,-14.898,0.172,2458325.361672599,.02936832882699035,2.8424324502143783,0.0055681711139883,25.275351,0.27802,23010.582595851374,256.03326277898475,0.710761722968114,,,,.8255634549496919,.08204688282219424,.19554140340775908,.02406071400103927,23.82438939372637,.37299532826174703,4.128601536722753,.5080105750913093,,,,,,,,,.021440112696655092,.0003356670234479783,,,,,,,,,79.3861,.73305,3113,157,5.07577,.0255093,.193568,.00641043,2021-04-06 14:53:06,feliz,,95991,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
139468902,139468902.01,,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.6366,,0.4645833,,1.001979,,922.431003625155,,3.96666666666667,,,,,,,,,,8.42035525379225,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139468902,139468902.02,,,,,,,,,PC,,6.9729,0.006,337.565787,-42.291071,31.374,0.057,-0.359,0.07,2458325.8658,,0.4569444,,0.174322,,160.543413750362,,2.26666666666667,,,,,,,,,,3.51285089007849,,,,,,,,,,,,,,,,,,,,151.151,1.0555,10536,253.483,4.25706,.0622919,2.03136,.0527513,2019-08-02 00:39:26,lipponen,,5065,"sector1"
139470998,139470998.01,,,,,,,,,PC,,9.9103,0.007,35.576414,-25.598203,23.994,0.077,9.956,0.089,2458394.987,.003,121.8,0.5,2.897295,0.162873,2664.95,150,10.8,0.2,,,,,,,,,8.27,.4,,,,,,,,,,,,,,,,,,,260.441,3.2395,6877,124.776,4.27676,.0883293,1.46976,.0620553,2021-01-07 01:09:11,eisner,,92956,"Planet Hunters TESS candidate."
139474683,139474683.01,,,,,,,,,PC,,11.6331,0.006,88.126825,7.952577,2.595,0.067,-5.54,0.058,2458470.15,.1,3.203,0.01,3.806742,0.32577,3500,300,6.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.157,9.8245,5953,191.953,3.91425,.0822664,1.9082,.0988038,2021-03-12 09:05:24,grunblatt,tfopwg,95089,"inflated hot Jupiter candidate orbiting evolved star"
139726266,139726266.01,,,,,,,,,PC,,9.7244,0.006,66.874212,-19.502269,84.636,0.049,-1.912,0.046,2459180.861,.018,,,1.314536,0.021715,1210,20,5.4,1.48,,,,,,,,,2.854,.02,,,,,,,,,,,,,,,,,,,58.043,.12415,4561,125.965,4.54572,.09767,.749622,.0584095,2021-02-05 02:18:55,steuer,,93821,"Found with our in-house single transit finder; Sector 32"
